Symbol,Name,Industry,Market Cap
MIDD,The Middleby Corporation,Machinery,8961140734
MIGI,Mawson Infrastructure Group,Information Technology Services,365775358
MILE,Metromile,Insurance-Property & Casualty,169398240
MIME,Mimecast,Software,5322460094
MIMO,Airspan Networks Holdings,Telecom Services,209591006
MIND,MIND Technology,Energy Equipment & Services,17355366
MINM,Minim,Communication Equipment,41270688
MIR,Mirion Technologies,Specialty Industrial Machinery,1722936954
MIRM,Mirum Pharmaceuticals,Biotechnology,698703408
MIRO,Miromatrix Medical,Biotechnology,80208216
MIST,Milestone Pharmaceuticals,Pharmaceuticals,192069066
MIT,Mason Industrial Technology,Blank Check / SPAC,610625019
MITA,Coliseum Acquisition,Blank Check / SPAC,181874990
MITC,MeaTech 3D,Packaged Foods,75918054
MITK,Mitek Systems,Software,649845821
MITO,Stealth BioTherapeutics,Biotechnology,41876123
MITQ,Moving iMage Technologies,Photographic and Photocopying Equipme...,13295375
MITT,AG Mortgage Investment Trust,Mortgage Real Estate Investment Trust...,222412280
MIXT,MiX Telematics,Software,262446266
MKC,McCormick & Company,Food Products,26701789100
MKD,Molecular Data,Chemicals,36526927
MKFG,Markforged Holding,Computer Hardware,742112062
MKL,Markel,Insurance,20037447300
MKSI,MKS Instruments,Semiconductors & Semiconductor Equipment,8327580150
MKTW,MarketWise,Software-Application,134605422
MKTX,MarketAxess Holdings,Capital Markets,12871603080
ML,MoneyLion,Software-Application,579215167
MLAB,Mesa Laboratories,Health Care Equipment & Supplies,1337084932
MLAC,Malacca Straits Acquisition Company,Blank Check / SPAC,181664557
MLAI,McLaren Technology Acquisition,Blank Check / SPAC,250807323
MLCO,Melco Resorts & Entertainment,"Hotels, Restaurants & Leisure",3624851449
MLI,Mueller Industries,Machinery,3104043760
MLKN,MillerKnoll,"Furnishings, Fixtures & Appliances",2617719552
MLM,Martin Marietta Materials,Construction Materials,24015058748
MLNK,MeridianLink,Software-Application,1457397501
MLP,Maui Land & Pineapple Company,Real Estate Management & Development,215906173
MLR,Miller Industries,Machinery,321494272
MLSS,Milestone Scientific,Health Care Equipment & Supplies,103125775
MLVF,Malvern Bancorp,Banks,122775921
MMAT,Meta Materials,Electronic Components,475637694
MMC,Marsh & McLennan Companies,Insurance,85681381208
MMI,Marcus & Millichap,Real Estate Management & Development,2091717348
MMLP,Martin Midstream Partners,"Oil, Gas & Consumable Fuels",167181840
MMM,3M Company,Industrial Conglomerates,84738326466
MMMB,MamaMancini's Holdings,Food Products,59705502
MMP,"Magellan Midstream Partners,","Oil, Gas & Consumable Fuels",10422124510
MMS,Maximus,IT Services,4641061320
MMSI,Merit Medical Systems,Health Care Equipment & Supplies,3763209152
MMX,Maverix Metals,Metals & Mining,705216000
MMYT,MakeMyTrip,Internet & Direct Marketing Retail,2809986282
MN,Manning & Napier,Capital Markets,174222363
MNDO,MIND CTI,Software,58558394
MNDT,Mandiant,Software,5216925690
MNDY,monday.com,Software-Application,6910820716
MNKD,MannKind,Biotechnology,926616640
MNMD,Mind Medicine (MindMed),Biotechnology,467022495
MNOV,MediciNova,Biotechnology,130945344
MNPR,Monopar Therapeutics,Biotechnology,32141472
MNRL,Brigham Minerals,"Oil, Gas & Consumable Fuels",1526147438
MNRO,Monro,Specialty Retail,1487429595
MNSB,MainStreet Bancshares,Banks,185946460
MNSO,Miniso Group Holding,Specialty Retail,2389857529
MNST,Monster Beverage,Beverages,42295787455
MNTK,Montauk Renewables,Utilities-Diversified,1608364800
MNTN,Everest Consolidator Acquisition,Blank Check / SPAC,171292509
MNTS,Momentus,Aerospace & Defense,259065645
MNTV,Momentive Global,Software,2527064306
MNTX,Manitex International,Machinery,145190864
MO,Altria Group,Tobacco,94951833589
MOBQ,Mobiquity Technologies,Media,9621485
MOD,Modine Manufacturing Company,Auto Components,467744248
MODN,Model N,Software,982226546
MODV,ModivCare,Health Care Providers & Services,2243689200
MOFG,MidWestOne Financial Group,Banks,519474676
MOG.A,Moog Inc.,Aerospace & Defense,2811716067
MOG.B,Moog Inc.,Aerospace & Defense,2842568631
MOGO,Mogo Inc.,Consumer Finance,223176638
MOGU,"Mogu, Inc.",Internet & Direct Marketing Retail,29338425
MOH,Molina Healthcare,Health Care Providers & Services,19572891530
MOHO,ECMOHO,Internet & Direct Marketing Retail,12914797
MOLN,Molecular Partners AG,Biotechnology,663612909
MOMO,Hello Group,Interactive Media & Services,1286252415
MON,Monument Circle Acquisition,Blank Check / SPAC,305937500
MOR,MorphoSys AG,Biotechnology,973926714
MORF,Morphic Holding,Biotechnology,1489601135
MORN,Morningstar,Capital Markets,11736011764
MOS,The Mosaic Company,Chemicals,24492548034
MOTS,Motus GI Holdings,Health Care Equipment & Supplies,19746741
MOV,Movado Group,"Textiles, Apparel & Luxury Goods",894244960
MOVE,Movano,Internet Software & Services,88812391
MOXC,Moxian,Internet & Direct Marketing Retail,31287360
MP,MP Materials,Metals & Mining,10179282926
MPAA,Motorcar Parts of America,Auto Components,340585076
MPAC,Model Performance Acquisition,Blank Check / SPAC,70857686
MPB,Mid Penn Bancorp,Banks,427828591
MPC,Marathon Petroleum,"Oil, Gas & Consumable Fuels",47758077940
MPLN,MultiPlan,Healthcare Plans,2988624637
MPLX,MPLX LP,"Oil, Gas & Consumable Fuels",33665423333
MPRA,Mercato Partners Acquisition,Blank Check / SPAC,285774970
MPW,Medical Properties Trust,Equity Real Estate Investment Trusts ...,12681886718
MPWR,Monolithic Power Systems,Semiconductors & Semiconductor Equipment,22588491605
MPX,Marine Products,Leisure Products,394400160
MQ,Marqeta,Software-Infrastructure,5992556027
MRAI,Marpai,Healthcare Plans,36539460
MRAM,Everspin Technologies,Semiconductors & Semiconductor Equipment,173266279
MRBK,Meridian,Banks,196686669
MRC,MRC Global,Trading Companies & Distributors,995173374
MRCC,Monroe Capital,Capital Markets,233779366
MRCY,Mercury Systems,Aerospace & Defense,3657782216
MREO,Mereo BioPharma Group,Biotechnology,131019838
MRIN,Marin Software,Software,44748000
MRK,Merck & Co.,Pharmaceuticals,2.074E+11
MRKR,Marker Therapeutics,Biotechnology,36554628
MRM,Medirom Healthcare Technologies,Personal Services,35886375
MRNA,Moderna,Biotechnology,69424226233
MRNS,Marinus Pharmaceuticals,Pharmaceuticals,346026679
MRO,Marathon Oil,"Oil, Gas & Consumable Fuels",18349508597
MRSN,Mersana Therapeutics,Biotechnology,335227039
MRTN,Marten Transport,Road & Rail,1476440179
MRTX,Mirati Therapeutics,Biotechnology,4617179125
MRUS,Merus,Biotechnology,1149534576
MRVI,Maravai LifeSciences Holdings,Biotechnology,8999458811
MRVL,Marvell Technology,Semiconductors & Semiconductor Equipment,60795736063
MS,Morgan Stanley,Capital Markets,1.55686E+11
MSA,MSA Safety,Commercial Services & Supplies,5212044231
MSAC,Medicus Sciences Acquisition,Blank Check / SPAC,113594690
MSB,Mesabi Trust,Metals & Mining,349516800
MSBI,Midland States Bancorp,Banks,649502958
MSC,Studio City International Holdings,"Hotels, Restaurants & Leisure",540391035
MSCI,MSCI Inc.,Capital Markets,40868003563
MSDA,MSD Acquisition,Blank Check / SPAC,704382207
MSEX,Middlesex Water Company,Water Utilities,1844218946
MSFT,Microsoft,Software,2.35297E+12
MSGE,Madison Square Garden Entertainment,Entertainment,2849834989
MSGM,Motorsport Games,Electronic Gaming & Multimedia,15409152
MSGS,Madison Square Garden Sports,Entertainment,4343758236
MSI,Motorola Solutions,Communications Equipment,40740216651
MSM,MSC Industrial Direct Company,Trading Companies & Distributors,4758262736
MSN,Emerson Radio,Household Durables,16152376
MSP,Datto Holding,Software,4382053360
MSTR,MicroStrategy,Software,5488315728
MSVB,Mid-Southern Bancorp,Thrifts & Mortgage Finance,44510786
MT,ArcelorMittal,Metals & Mining,29198784489
MTA,Metalla Royalty & Streaming,Metals & Mining,314413497
MTAC,MedTech Acquisition,Blank Check / SPAC,306250009
MTAL,Metals Acquisition,Blank Check / SPAC,330109240
MTB,M&T Bank,Banks,21874990983
MTBC,CareCloud,Health Care Technology,91254395
MTC,MMTec,Software,15448800
MTCH,Match Group,Interactive Media & Services,31006992323
MTCR,Metacrine,Biotechnology,25610249
MTD,Mettler-Toledo International,Life Sciences Tools & Services,31316420490
MTDR,Matador Resources Company,"Oil, Gas & Consumable Fuels",6253970908
MTEK,Maris-Tech,Electronic Components,12932214
MTEM,Molecular Templates,Biotechnology,194252253
MTEX,"Mannatech,",Personal Products,70741364
MTG,MGIC Investment,Thrifts & Mortgage Finance,4265350137
MTH,Meritage Homes,Household Durables,2907344850
MTL,Mechel PAO,Metals & Mining,611475774
MTLS,Materialise NV,Software,1172474608
MTMT,Mega Matrix,Trading Companies & Distributors,44168110
MTN,Vail Resorts,"Hotels, Restaurants & Leisure",10563447574
MTNB,Matinas BioPharma Holdings,Biotechnology,174446207
MTOR,Meritor,Machinery,2513525487
MTP,Midatech Pharma,Biotechnology,17330456
MTR,Mesa Royalty Trust,"Oil, Gas & Consumable Fuels",16064145
MTRN,Materion,Metals & Mining,1753382828
MTRX,Matrix Service Company,Energy Equipment & Services,220158734
MTRY,Monterey Bio Acquisition,Blank Check / SPAC,143175000
MTSI,MACOM Technology Solutions Holdings,Semiconductors & Semiconductor Equipment,4172172484
MTTR,Matterport,Software-Application,2280209663
MTVC,Motive Capital Corp II,Blank Check / SPAC,423304256
MTW,The Manitowoc Company,Machinery,531759992
MTX,Minerals Technologies,Chemicals,2192389605
MTZ,MasTec,Construction & Engineering,6656965551
MU,Micron Technology,Semiconductors & Semiconductor Equipment,87219658747
MUDS,Mudrick Capital Acquisition II,Blank Check / SPAC,396301272
MUFG,Mitsubishi UFJ Financial Group,Banks,78812315647
MULN,Mullen Automotive,Auto Manufacturers,713301757
MUR,Murphy Oil,"Oil, Gas & Consumable Fuels",6275232740
MURF,Murphy Canyon Acquisition,Blank Check / SPAC,151654200
MUSA,Murphy USA,Specialty Retail,4888622080
MUX,McEwen Mining,Metals & Mining,398965823
MVBF,MVB Financial,Banks,501996408
MVIS,MicroVision,"Electronic Equipment, Instruments & C...",768822142
MVST,Microvast Holdings,Electrical Equipment & Parts,2002248059
MWA,Mueller Water Products,Machinery,2026799095
MX,MagnaChip Semiconductor,Semiconductors & Semiconductor Equipment,759164287
MXC,Mexco Energy,"Oil, Gas & Consumable Fuels",34371054
MXCT,MaxCyte,Diagnostics & Research,709547903
MXL,MaxLinear,Semiconductors & Semiconductor Equipment,4480404458
MYE,Myers Industries,Containers & Packaging,783574581
MYFW,First Western Financial,Banks,294782081
MYGN,Myriad Genetics,Biotechnology,2016577004
MYMD,MyMD Pharmaceuticals,Biotechnology,175401934
MYNA,Mynaric AG,Communication Equipment,251451870
MYNZ,Mainz Biomed B.V.,Diagnostics & Research,200943050
MYO,Myomo,Health Care Equipment & Supplies,26193974
MYOV,Myovant Sciences,Biotechnology,1250813174
MYPS,PLAYSTUDIOS,Electronic Gaming & Multimedia,613059390
MYRG,MYR Group,Construction & Engineering,1594495220
MYSZ,My Size,Software,8755236
MYTE,MYT Netherlands Parent B.V.,Luxury Goods,1033334652
NAAC,North Atlantic Acquisition,Blank Check / SPAC,469156894
NABL,N-able,Information Technology Services,1636662263
NAII,Natural Alternatives International,Personal Products,70519449
NAK,Northern Dynasty Minerals,Metals & Mining,219842927
NAOV,NanoVibronix,Health Care Equipment & Supplies,32418287
NAPA,The Duckhorn Portfolio,Beverages-Wineries & Distilleries,2093032440
NARI,Inari Medical,Health Care Equipment & Supplies,4769231800
NAT,Nordic American Tankers,"Oil, Gas & Consumable Fuels",414197695
NATH,Nathan's Famous,"Hotels, Restaurants & Leisure",222917621
NATI,National Instruments,"Electronic Equipment, Instruments & C...",5359422460
NATR,Nature's Sunshine Products,Personal Products,327133845
NAUT,Nautilus Biotechnology,Biotechnology,540008831
NAVB,Navidea Biopharmaceuticals,Biotechnology,23936289
NAVI,Navient,Consumer Finance,2592346354
NBEV,NewAge,Beverages,85298343
NBHC,National Bank Holdings,Banks,1208754423
NBIX,Neurocrine Biosciences,Biotechnology,8929003500
NBN,Northeast Bank,Banks,271825284
NBR,Nabors Industries,Energy Equipment & Services,1309016572
NBRV,Nabriva Therapeutics,Pharmaceuticals,25420668
NBSE,NeuBase Therapeutics,Biotechnology,61604216
NBST,Newbury Street Acquisition,Blank Check / SPAC,162452540
NBTB,NBT Bancorp,Banks,1559797097
NBTX,Nanobiotix,Biotechnology,258992352
NBY,NovaBay Pharmaceuticals,Pharmaceuticals,14761191
NC,NACCO Industries,"Oil, Gas & Consumable Fuels",281724319
NCAC,Newcourt Acquisition,Blank Check / SPAC,327076760
NCBS,Nicolet Bankshares,Banks,1266292167
NCLH,Norwegian Cruise Line Holdings,"Hotels, Restaurants & Leisure",9125841898
NCMI,National CineMedia,Media,207430382
NCNA,NuCana,Biotechnology,52127820
NCNO,nCino,Software,3964790248
NCR,NCR Corporation,"Technology Hardware, Storage & Periph...",5474721266
NCSM,NCS Multistage Holdings,Energy Equipment & Services,122115819
NCTY,The9 Limited,Entertainment,59104724
NDAC,Nightdragon Acquisition,Blank Check / SPAC,431443229
NDAQ,Nasdaq,Capital Markets,29298216796
NDLS,Noodles & Company,"Hotels, Restaurants & Leisure",272858844
NDRA,ENDRA Life Sciences,Health Care Equipment & Supplies,16444621
NDSN,Nordson,Machinery,13157151675
NE,Noble,Oil & Gas Drilling,2169195254
NECB,NorthEast Community Bancorp,Thrifts & Mortgage Finance,200629275
NEE,NextEra Energy,Electric Utilities,1.66264E+11
NEGG,Newegg Commerce,Internet Retail,2329950204
NEM,Newmont,Metals & Mining,62968094719
NEN,New England Realty Associates LP,Real Estate Management & Development,292617716
NEO,NeoGenomics,Life Sciences Tools & Services,1506915839
NEOG,Neogen,Health Care Equipment & Supplies,3324459510
NEON,Neonode,"Electronic Equipment, Instruments & C...",82542080
NEP,NextEra Energy Partners LP,Independent Power and Renewable Elect...,6997804997
NEPH,Nephros,Household Durables,45136960
NEPT,Neptune Wellness Solutions,Personal Products,37242659
NERV,Minerva Neurosciences,Biotechnology,35467471
NESR,National Energy Services Reunited,Energy Equipment & Services,767434046
NET,Cloudflare,Software,40315076587
NETC,Nabors Energy Transition,Blank Check / SPAC,344309980
NETI,Eneti,Marine,252356620
NEU,NewMarket,Chemicals,3356457174
NEW,Puxin,Diversified Consumer Services,18171959
NEWP,New Pacific Metals,"Electronic Equipment, Instruments & C...",495300925
NEWR,New Relic,Software,4425723339
NEWT,Newtek Business Services,Capital Markets,645037290
NEX,NexTier Oilfield Solutions,Energy Equipment & Services,2252665855
NEXA,Nexa Resources,Metals & Mining,1236980222
NEXI,NexImmune,Biotechnology,96163973
NEXT,NextDecade,"Oil, Gas & Consumable Fuels",816616700
NFBK,Northfield Bancorp,Thrifts & Mortgage Finance,702710908
NFE,New Fortress Energy,"Oil, Gas & Consumable Fuels",8814433239
NFG,National Fuel Gas Company,Gas Utilities,6282195930
NFGC,New Found Gold,Gold,950706118
NFLX,Netflix,Entertainment,1.69359E+11
NFNT,Infinite Acquisition,Blank Check / SPAC,340860000
NFYS,Enphys Acquisition,Blank Check / SPAC,415725019
NG,NovaGold Resources,Metals & Mining,2575581951
NGC,Northern Genesis Acquisition III,Blank Check / SPAC,210172940
NGD,New Gold,Metals & Mining,1226253567
NGG,National Grid,Multi-Utilities,56037154742
NGL,NGL Energy Partners LP,"Oil, Gas & Consumable Fuels",288564477
NGM,NGM Biopharmaceuticals,Pharmaceuticals,1190251764
NGMS,NeoGames,"Hotels, Restaurants & Leisure",393784401
NGS,Natural Gas Services Group,Energy Equipment & Services,151465413
NGVC,Natural Grocers by Vitamin Cottage,Food & Staples Retailing,444069360
NGVT,Ingevity,Chemicals,2498774720
NH,NantHealth,Health Care Technology,87055872
NHC,National HealthCare,Health Care Providers & Services,1086549469
NHI,National Health Investors,Equity Real Estate Investment Trusts ...,2705643728
NHIC,NewHold Investment II,Blank Check / SPAC,191196909
NHTC,Natural Health Trends,Personal Products,80871292
NI,NiSource,Multi-Utilities,12891242491
NICE,NICE Ltd.,Software,13823586162
NICK,Nicholas Financial,Consumer Finance,77900000
NILE,BitNile Holdings,Capital Markets,71099463
NINE,Nine Energy Service,Energy Equipment & Services,122878070
NIO,NIO Inc.,Automobiles,99146121206
NISN,Nisun International Enterprise Development Group,Credit Services,30831927
NIU,Niu Technologies,Automobiles,781818556
NJR,New Jersey Resources,Gas Utilities,4405375987
NKE,"Nike, Inc.","Textiles, Apparel & Luxury Goods",2.1278E+11
NKLA,Nikola,Machinery,4470964223
NKSH,National Bankshares,Banks,225578568
NKTR,Nektar Therapeutics,Pharmaceuticals,1004016827
NKTX,Nkarta,Biotechnology,375550230
NL,NL Industries,Commercial Services & Supplies,350891420
NLIT,Northern Lights Acquisition,Blank Check / SPAC,150820384
NLOK,NortonLifeLock,Software,15430953958
NLS,Nautilus,Leisure Products,128742991
NLSN,Nielsen Holdings,Professional Services,9792370664
NLSP,NLS Pharmaceutics,Biotechnology,22874994
NLTX,Neoleukin Therapeutics,Biotechnology,79888720
NLY,Annaly Capital Management,Mortgage Real Estate Investment Trust...,10281005053
NM,Navios Maritime Holdings,Marine,82707375
NMFC,New Mountain Finance,Capital Markets,1362161405
NMG,Nouveau Monde Graphite,Other Industrial Metals & Mining,382651710
NMIH,NMI Holdings,Thrifts & Mortgage Finance,1778466813
NMM,Navios Maritime Partners,Marine,1062937884
NMMC,North Mountain Merger,Shell Companies,163493558
NMR,Nomura Holdings,Capital Markets,12736086013
NMRD,Nemaura Medical,Health Care Equipment & Supplies,105329668
NMRK,Newmark Group,Real Estate Management & Development,3010742512
NMTC,NeuroOne Medical Technologies,Health Care Equipment & Supplies,17808998
NMTR,9 Meters Biopharma,Pharmaceuticals,154760239
NN,NextNav,Internet Content & Information,715697917
NNBR,"NN, Inc.",Machinery,124697381
NNDM,Nano Dimension,"Technology Hardware, Storage & Periph...",913100797
NNI,Nelnet,Consumer Finance,3210573486
NNN,National Retail Properties,Equity Real Estate Investment Trusts ...,7900901355
NNOX,Nano-X Imaging,Health Care Equipment & Supplies,518994268
NNVC,NanoViricides,Biotechnology,24106060
NOA,North American Construction Group,Energy Equipment & Services,410888727
NOAC,Natural Order Acquisition,Blank Check / SPAC,282612509
NOAH,Noah Holdings,Capital Markets,1437417205
NOC,Northrop Grumman,Aerospace & Defense,69811936887
NODK,NI Holdings,Insurance,359492606
NOG,Northern Oil & Gas,"Oil, Gas & Consumable Fuels",2180245749
NOK,Nokia,Communications Equipment,31130789884
NOMD,Nomad Foods,Food Products,3905752829
NOTV,Inotiv,Life Sciences Tools & Services,666527092
NOV,NOV Inc.,Energy Equipment & Services,7700160493
NOVA,Sunnova Energy International,Independent Power and Renewable Elect...,2614704127
NOVN,Novan,Pharmaceuticals,74138582
NOVT,Novanta,"Electronic Equipment, Instruments & C...",5077447617
NOVV,Nova Vision Acquisition,Blank Check / SPAC,75330360
NOW,ServiceNow,Software,1.14798E+11
NP,Neenah,Paper & Forest Products,665796216
NPAB,New Providence Acquisition II,Blank Check / SPAC,310624990
NPCE,NeuroPace,Medical Devices,200904447
NPK,National Presto Industries,Aerospace & Defense,541938766
NPO,EnPro Industries,Machinery,2032568994
NPTN,NeoPhotonics,Semiconductors & Semiconductor Equipment,808079922
NR,Newpark Resources,Energy Equipment & Services,338012382
NRAC,Noble Rock Acquisition,Blank Check / SPAC,296139384
NRBO,NeuroBo Pharmaceuticals,Biotechnology,23989725
NRC,National Research,Health Care Providers & Services,998957999
NRDS,NerdWallet,Credit Services,804162106
NRDY,Nerdy,Software-Application,427116157
NREF,NexPoint Real Estate Finance,REIT-Mortgage,603460657
NRG,NRG Energy,Independent Power and Renewable Elect...,9289027555
NRGV,Energy Vault Holdings,Utilities-Renewable,2124764668
NRIM,Northrim BanCorp,Banks,258887711
NRIX,Nurix Therapeutics,Biotechnology,628405941
NRP,Natural Resource Partners LP,"Oil, Gas & Consumable Fuels",534506440
NRSN,NeuroSense Therapeutics,Biotechnology,43445695
NRT,North European Oil Royalty Trust,"Oil, Gas & Consumable Fuels",147968482
NRXP,NRx Pharmaceuticals,Biotechnology,163255999
NRZ,New Residential Investment,Mortgage Real Estate Investment Trust...,5125002741
NS,NuStar Energy,"Oil, Gas & Consumable Fuels",1590367351
NSA,National Storage Affiliates Trust,Equity Real Estate Investment Trusts ...,8292855234
NSC,Norfolk Southern,Road & Rail,68389195654
NSEC,National Security Group,Insurance,40585395
NSIT,Insight Enterprises,"Electronic Equipment, Instruments & C...",3745092272
NSP,Insperity,Professional Services,3849781456
NSPR,InspireMD,Health Care Equipment & Supplies,26636798
NSR,Nomad Royalty Company,Other Precious Metals & Mining,448636092
NSSC,Napco Security Technologies,"Electronic Equipment, Instruments & C...",753736556
NSTB,Northern Star Investment II,Blank Check / SPAC,488999999
NSTC,Northern Star Investment III,Blank Check / SPAC,489499999
NSTD,Northern Star Investment IV,Blank Check / SPAC,488000000
NSTG,NanoString Technologies,Life Sciences Tools & Services,1596581730
NSTS,NSTS Bancorp,Banks-Regional,65207344
NSYS,Nortech Systems,"Electronic Equipment, Instruments & C...",28107720
NTAP,NetApp,"Technology Hardware, Storage & Periph...",18470488000
NTB,The Bank of N.T. Butterfield & Son,Banks,1771783139
NTCO,Natura &Co Holding,Personal Products,7506615807
NTCT,NetScout Systems,Communications Equipment,2368476152
NTES,NetEase,Entertainment,60823183271
NTGR,Netgear,Communications Equipment,724617140
NTIC,Northern Technologies International,Chemicals,110625469
NTIP,Network-1 Technologies,Communications Equipment,62899950
NTLA,Intellia Therapeutics,Biotechnology,5426443235
NTNX,Nutanix,Software,5931028466
NTP,Nam Tai Property,Real Estate Management & Development,245362493
NTR,Nutrien,Chemicals,57421299694
NTRA,Natera,Biotechnology,3883756008
NTRB,Nutriband,Biotechnology,32728371
NTRS,Northern Trust,Capital Markets,24215078800
NTST,NetSTREIT,Equity Real Estate Investment Trusts ...,1087179896
NTUS,Natus Medical,Health Care Equipment & Supplies,904247469
NTWK,NetSol Technologies,Software,43300946
NTZ,Natuzzi S.p.A,Household Durables,120676600
NU,Nu Holdings,Banks-Diversified,35801804793
NUBI,Nubia Brand International,Blank Check / SPAC,136000000
NUE,Nucor,Metals & Mining,39953997755
NURO,NeuroMetrix,Health Care Equipment & Supplies,29087714
NUS,Nu Skin Enterprises,Personal Products,2385577955
NUVA,NuVasive,Health Care Equipment & Supplies,2935308026
NUVB,Nuvation Bio,Biotechnology,1152250492
NUVL,Nuvalent,Biotechnology,670664760
NUWE,Nuwellis,Medical Devices,10642976
NUZE,NuZee,Food Products,40270596
NVAC,NorthView Acquisition,Blank Check / SPAC,237337616
NVAX,Novavax,Biotechnology,5618243023
NVCN,Neovasc,Health Care Equipment & Supplies,29753399
NVCR,Novocure,Health Care Equipment & Supplies,8778536952
NVCT,Nuvectis Pharma,Biotechnology,94238890
NVDA,NVIDIA,Semiconductors & Semiconductor Equipment,6.79967E+11
NVEC,NVE Corporation,Semiconductors & Semiconductor Equipment,263292183
NVEE,NV5 Global,Construction & Engineering,2059351700
NVEI,Nuvei,Software-Infrastructure,10757475319
NVFY,Nova Lifestyle,Household Durables,10025892
NVGS,Navigator Holdings,"Oil, Gas & Consumable Fuels",961668220
NVIV,Invivo Therapeutics Holdings,Health Care Equipment & Supplies,12349067
NVMI,Nova Ltd.,Semiconductors & Semiconductor Equipment,3112476126
NVNO,enVVeno Medical,Medical Devices,60322938
NVO,Novo Nordisk,Pharmaceuticals,2.52866E+11
NVOS,Novo Integrated Sciences,Health Care Providers & Services,66285678
NVR,"NVR, Inc.",Household Durables,15010473927
NVRO,Nevro,Health Care Equipment & Supplies,2535101403
NVS,Novartis AG,Pharmaceuticals,1.96116E+11
NVSA,New Vista Acquisition,Blank Check / SPAC,337755000
NVST,Envista Holdings,Health Care Equipment & Supplies,7908457936
NVT,nVent Electric,Electrical Equipment,5776157677
NVTA,Invitae,Biotechnology,1820005114
NVTS,Navitas Semiconductor,Semiconductors,1210305530
NVVE,Nuvve Holding,Specialty Retail,148341468
NVX,NOVONIX,Electrical Equipment & Parts,2320000752
NWBI,Northwest Bancshares,Thrifts & Mortgage Finance,1711352311
NWE,NorthWestern,Multi-Utilities,3274499302
NWFL,Norwood Financial,Banks,234525771
NWG,NatWest Group,Banks,30517616634
NWL,Newell Brands,Household Durables,8902407166
NWLI,National Western Life Group,Insurance,774871429
NWN,Northwest Natural Holding Company,Gas Utilities,1611378027
NWPX,Northwest Pipe Company,Construction & Engineering,251515478
NWS,News Corporation,Media,13111572465
NWSA,News Corporation,Media,13060392944
NX,Quanex Building Products,Building Products,700801526
NXE,NexGen Energy,"Oil, Gas & Consumable Fuels",2718237690
NXGL,NexGel,Medical Instruments & Supplies,10754403
NXGN,NextGen Healthcare,Health Care Technology,1398145017
NXPI,NXP Semiconductors NV,Semiconductors & Semiconductor Equipment,48590532484
NXPL,NextPlat,Software-Application,28436886
NXRT,NexPoint Residential Trust,Equity Real Estate Investment Trusts ...,4458793899
NXST,Nexstar Media Group,Media,7728264099
NXTC,NextCure,Biotechnology,134740093
NXTP,NextPlay Technologies,Information Technology Services,62732999
NYC,New York City REIT,REIT-Office,176577706
NYCB,New York Community Bancorp,Thrifts & Mortgage Finance,5006079478
NYMT,New York Mortgage Trust,Mortgage Real Estate Investment Trust...,1391657469
NYMX,Nymox Pharmaceutical,Biotechnology,111730127
NYT,The New York Times Company,Media,7643911680
NYXH,Nyxoah,Medical Instruments & Supplies,796094970
O,Realty Income,Equity Real Estate Investment Trusts ...,40978550774
OACB,Oaktree Acquisition II,Blank Check / SPAC,310780280
OAS,Oasis Petroleum,"Oil, Gas & Consumable Fuels",2838234483
OB,Outbrain,Internet Content & Information,614009206
OBCI,Ocean Bio-Chem,Household Products,77403171
OBE,Obsidian Energy,Oil & Gas E&P,717465017
OBLG,Oblong,Software-Application,20202969
OBNK,Origin Bancorp,Banks,1004332523
OBSV,ObsEva,Biotechnology,124020671
OBT,Orange County Bancorp,Banks-Regional,225551533
OC,Owens Corning,Building Products,9064730601
OCA,Omnichannel Acquisition,Blank Check / SPAC,257608848
OCAX,OCA Acquisition,Blank Check / SPAC,187809375
OCC,Optical Cable,Communications Equipment,33283995
OCCI,OFS Credit Company,Asset Management,141168740
OCDX,Ortho Clinical Diagnostics Holdings,Health Care Equipment & Supplies,4432309744
OCFC,OceanFirst Financial,Thrifts & Mortgage Finance,1190812399
OCFT,OneConnect Financial Technology Co.,Software,596035200
OCG,Oriental Culture Holding,Internet Retail,88177293
OCGN,Ocugen,Biotechnology,710730876
OCN,Ocwen Financial,Thrifts & Mortgage Finance,218789421
OCSL,Oaktree Specialty Lending,Capital Markets,1330056441
OCUL,Ocular Therapeutix,Pharmaceuticals,379933275
OCUP,Ocuphire Pharma,Biotechnology,61526952
OCX,OncoCyte,Biotechnology,137447439
ODC,Oil-Dri Corporation of America,Household Products,210074090
ODFL,Old Dominion Freight Line,Road & Rail,34307577727
ODP,The ODP Corporation,Specialty Retail,2222154718
OEC,Orion Engineered Carbons,Chemicals,968677948
OEG,Orbital Energy Group,Utilities-Diversified,122640048
OEPW,One Equity Partners Open Water I,Blank Check / SPAC,422193759
OESX,Orion Energy Systems,Electrical Equipment,87058720
OFC,Corporate Office Properties Trust,Equity Real Estate Investment Trusts ...,3246310897
OFED,Oconee Federal Financial,Thrifts & Mortgage Finance,135882740
OFG,OFG Bancorp,Banks,1296984304
OFIX,Orthofix Medical,Health Care Equipment & Supplies,649193067
OFLX,Omega Flex,Machinery,1310946611
OFS,OFS Capital,Capital Markets,174491200
OG,Onion Global,Software-Application,144583056
OGE,OGE Energy,Electric Utilities,8164237274
OGEN,Oragenics,Biotechnology,40098079
OGI,OrganiGram Holdings,Pharmaceuticals,515957855
OGN,Organon & Co.,Pharmaceuticals,9082743773
